scenario,episode_id,task_id,mec_id,t_arrival_slot,t_arrival_time,b_mb,rho_cyc_per_mb,c_cycles,mem_mb,modality,has_deadline,deadline_s,deadline_time,non_atomic,split_ratio,action_space_hint
moderate,0,1403,7,28,28.0,3.0,1511931100.0,4535793000.0,46.558693,image,0,,,0,0.0,discrete
moderate,0,1404,7,28,28.0,3.0,1054473200.0,3163419600.0,45.649017,sensor,1,1.0443814,29.044382,0,0.0,discrete
moderate,0,1405,8,28,28.0,4.0,724842430.0,2899369700.0,60.513245,text,0,,,1,0.72235674,continuous
moderate,0,1406,8,28,28.0,5.0,734880900.0,3674404600.0,38.200775,video,0,,,1,0.3970981,continuous
moderate,0,1407,8,28,28.0,4.0,520528770.0,2082115100.0,53.482433,video,0,,,0,0.0,discrete
moderate,0,1408,9,28,28.0,4.0,803319300.0,3213277200.0,41.665615,text,0,,,0,0.0,discrete
moderate,0,1409,9,28,28.0,4.0,1181417300.0,4725669400.0,76.59436,video,0,,,1,0.43145752,continuous
moderate,0,1410,9,28,28.0,4.0,1714473600.0,6857894400.0,66.8586,text,0,,,0,0.0,discrete
moderate,0,1411,10,28,28.0,5.0,1515551500.0,7577757000.0,119.215065,text,0,,,0,0.0,discrete
moderate,0,1412,10,28,28.0,5.0,809958140.0,4049791000.0,66.379425,image,0,,,1,0.45582524,continuous
moderate,0,1413,10,28,28.0,3.0,1198901100.0,3596703500.0,12.404355,text,0,,,0,0.0,discrete
moderate,0,1414,10,28,28.0,4.0,889466200.0,3557864700.0,64.65357,image,1,0.671293,28.671293,1,0.7944579,continuous
moderate,0,1415,11,28,28.0,4.0,952585500.0,3810342000.0,120.3886,text,0,,,0,0.0,discrete
moderate,0,1416,11,28,28.0,2.0,1853495300.0,3706990600.0,84.44856,text,0,,,1,0.79749835,continuous
moderate,0,1417,12,28,28.0,5.0,641551000.0,3207754800.0,36.37084,image,1,0.8048776,28.804878,0,0.0,discrete
moderate,0,1418,12,28,28.0,3.0,1262320800.0,3786962200.0,41.11704,text,1,1.418869,29.418869,0,0.0,discrete
moderate,0,1419,13,28,28.0,5.0,462089200.0,2310446000.0,52.50196,sensor,1,1.0776855,29.077686,1,0.5302782,continuous
moderate,0,1420,14,28,28.0,5.0,590955650.0,2954778400.0,34.926857,image,0,,,1,0.31389338,continuous
moderate,0,1421,17,28,28.0,5.0,512421950.0,2562109700.0,63.68367,text,0,,,0,0.0,discrete
moderate,0,1422,18,28,28.0,4.0,1311867500.0,5247470000.0,42.804646,image,0,,,0,0.0,discrete
moderate,0,1423,18,28,28.0,2.0,1200290300.0,2400580600.0,131.07646,video,0,,,0,0.0,discrete
moderate,0,1424,18,28,28.0,4.0,952689400.0,3810757600.0,84.351456,image,0,,,0,0.0,discrete
moderate,0,1425,18,28,28.0,2.0,759026050.0,1518052100.0,36.699112,video,0,,,1,0.44991925,continuous
moderate,0,1426,19,28,28.0,2.0,1016697500.0,2033395000.0,37.429745,text,0,,,0,0.0,discrete
moderate,0,1427,19,28,28.0,2.0,1107800700.0,2215601400.0,82.293846,image,0,,,0,0.0,discrete
moderate,0,1428,0,29,29.0,5.0,1162841300.0,5814206500.0,62.48578,text,0,,,1,0.30598554,continuous
moderate,0,1429,0,29,29.0,5.0,512000930.0,2560004600.0,144.30304,sensor,0,,,0,0.0,discrete
moderate,0,1430,0,29,29.0,2.0,2144767400.0,4289534700.0,33.701523,sensor,1,0.6030998,29.6031,1,0.46762523,continuous
moderate,0,1431,0,29,29.0,3.0,387097200.0,1161291600.0,116.55768,image,0,,,0,0.0,discrete
moderate,0,1432,1,29,29.0,4.0,988228900.0,3952915700.0,84.295784,sensor,1,1.2974678,30.297468,0,0.0,discrete
moderate,0,1433,2,29,29.0,4.0,912893100.0,3651572500.0,77.54027,sensor,0,,,0,0.0,discrete
moderate,0,1434,2,29,29.0,3.0,1005809400.0,3017428200.0,36.420376,image,1,0.7671163,29.767117,1,0.6246389,continuous
moderate,0,1435,3,29,29.0,5.0,657104640.0,3285523200.0,27.491919,image,0,,,1,0.69886833,continuous
moderate,0,1436,3,29,29.0,2.0,1733675400.0,3467350800.0,72.938965,video,0,,,0,0.0,discrete
moderate,0,1437,3,29,29.0,2.0,381821630.0,763643260.0,58.191273,text,1,0.68976265,29.689762,0,0.0,discrete
moderate,0,1438,3,29,29.0,3.0,1093391100.0,3280173300.0,75.309784,image,1,0.88155156,29.881552,0,0.0,discrete
moderate,0,1439,3,29,29.0,3.0,1105985000.0,3317954800.0,106.715805,image,0,,,0,0.0,discrete
moderate,0,1440,3,29,29.0,2.0,723097800.0,1446195600.0,56.71757,sensor,0,,,0,0.0,discrete
moderate,0,1441,4,29,29.0,5.0,867034700.0,4335173000.0,45.34022,text,0,,,0,0.0,discrete
moderate,0,1442,4,29,29.0,2.0,949227970.0,1898455900.0,47.53485,text,0,,,0,0.0,discrete
moderate,0,1443,5,29,29.0,2.0,1898575600.0,3797151200.0,102.86124,video,0,,,0,0.0,discrete
moderate,0,1444,5,29,29.0,2.0,1848277800.0,3696555500.0,77.72694,text,0,,,0,0.0,discrete
moderate,0,1445,6,29,29.0,2.0,1366153100.0,2732306200.0,52.74752,text,0,,,0,0.0,discrete
moderate,0,1446,6,29,29.0,2.0,1327298000.0,2654596000.0,49.395195,sensor,0,,,0,0.0,discrete
moderate,0,1447,6,29,29.0,5.0,1205447700.0,6027238400.0,61.448586,image,0,,,1,0.37874803,continuous
moderate,0,1448,6,29,29.0,5.0,1283383800.0,6416918500.0,71.03397,text,0,,,1,0.3926403,continuous
moderate,0,1449,7,29,29.0,5.0,1311140000.0,6555700000.0,61.489933,image,0,,,1,0.780601,continuous
moderate,0,1450,7,29,29.0,2.0,1632741600.0,3265483300.0,83.725334,text,0,,,1,0.67144036,continuous
moderate,0,1451,7,29,29.0,4.0,1811521700.0,7246086700.0,43.09265,text,0,,,1,0.4405747,continuous
moderate,0,1452,8,29,29.0,2.0,1162828800.0,2325657600.0,64.51271,image,1,1.448938,30.448938,0,0.0,discrete
moderate,0,1453,8,29,29.0,2.0,1104457200.0,2208914400.0,98.04585,image,1,0.55333453,29.553335,0,0.0,discrete
moderate,0,1454,9,29,29.0,2.0,1967435900.0,3934871800.0,35.73735,text,0,,,0,0.0,discrete
moderate,0,1455,10,29,29.0,2.0,1157292700.0,2314585300.0,48.687244,sensor,0,,,1,0.35875022,continuous
moderate,0,1456,11,29,29.0,3.0,1403359200.0,4210077400.0,66.29326,text,0,,,1,0.3390931,continuous
moderate,0,1457,11,29,29.0,3.0,1496846300.0,4490539000.0,68.65975,text,0,,,1,0.6163955,continuous
moderate,0,1458,12,29,29.0,3.0,1029363840.0,3088091600.0,60.820995,image,0,,,0,0.0,discrete
moderate,0,1459,12,29,29.0,2.0,910161600.0,1820323200.0,58.62538,sensor,0,,,0,0.0,discrete
moderate,0,1460,12,29,29.0,3.0,817681660.0,2453045000.0,64.66094,text,0,,,0,0.0,discrete
moderate,0,1461,12,29,29.0,2.0,900839300.0,1801678600.0,111.82613,sensor,0,,,0,0.0,discrete
moderate,0,1462,13,29,29.0,3.0,1537087200.0,4611262000.0,107.68619,image,0,,,0,0.0,discrete
moderate,0,1463,13,29,29.0,5.0,818033660.0,4090168300.0,80.53948,video,0,,,0,0.0,discrete
moderate,0,1464,13,29,29.0,5.0,1601505400.0,8007527000.0,78.816154,text,0,,,1,0.73826396,continuous
moderate,0,1465,13,29,29.0,4.0,1976623900.0,7906495500.0,122.65521,sensor,0,,,0,0.0,discrete
moderate,0,1466,14,29,29.0,5.0,791724860.0,3958624500.0,120.77915,image,0,,,1,0.32766333,continuous
moderate,0,1467,14,29,29.0,2.0,2580008700.0,5160017400.0,103.87263,text,0,,,0,0.0,discrete
moderate,0,1468,15,29,29.0,2.0,1649495700.0,3298991400.0,46.561028,text,0,,,0,0.0,discrete
moderate,0,1469,15,29,29.0,2.0,2337288000.0,4674576000.0,50.32341,image,1,1.0955209,30.09552,1,0.44385198,continuous
moderate,0,1470,15,29,29.0,2.0,1092625700.0,2185251300.0,65.985115,image,1,0.5985464,29.598547,0,0.0,discrete
moderate,0,1471,15,29,29.0,3.0,1341559900.0,4024680000.0,88.235886,text,0,,,1,0.65977085,continuous
moderate,0,1472,15,29,29.0,5.0,2316258000.0,11581290000.0,78.58855,image,1,1.3548692,30.35487,0,0.0,discrete
moderate,0,1473,16,29,29.0,4.0,575742600.0,2302970400.0,68.76097,image,0,,,1,0.7566719,continuous
moderate,0,1474,17,29,29.0,2.0,2507159800.0,5014319600.0,40.64191,sensor,0,,,0,0.0,discrete
moderate,0,1475,17,29,29.0,2.0,597785400.0,1195570800.0,67.02721,image,1,1.2264799,30.22648,1,0.7182774,continuous
moderate,0,1476,18,29,29.0,4.0,1455411600.0,5821646300.0,49.082672,sensor,0,,,0,0.0,discrete
moderate,0,1477,18,29,29.0,5.0,982833860.0,4914169300.0,88.307625,text,0,,,1,0.35385436,continuous
moderate,0,1478,18,29,29.0,2.0,1104461300.0,2208922600.0,84.69936,sensor,0,,,0,0.0,discrete
moderate,0,1479,0,30,30.0,3.0,1881328900.0,5643987000.0,59.665367,image,0,,,1,0.73845553,continuous
moderate,0,1480,0,30,30.0,3.0,2267828700.0,6803486000.0,33.522755,text,0,,,0,0.0,discrete
moderate,0,1481,0,30,30.0,2.0,1722003000.0,3444006000.0,50.56638,video,0,,,1,0.6197942,continuous
moderate,0,1482,1,30,30.0,2.0,692311230.0,1384622500.0,61.641396,text,1,1.2196257,31.219625,1,0.3749564,continuous
moderate,0,1483,1,30,30.0,3.0,1058708350.0,3176125200.0,60.458008,text,0,,,0,0.0,discrete
moderate,0,1484,1,30,30.0,4.0,944898800.0,3779595300.0,69.97084,video,0,,,1,0.71031374,continuous
moderate,0,1485,1,30,30.0,3.0,434800670.0,1304402000.0,84.30639,image,0,,,0,0.0,discrete
moderate,0,1486,1,30,30.0,3.0,1244139900.0,3732419800.0,65.73619,video,0,,,0,0.0,discrete
moderate,0,1487,2,30,30.0,3.0,714418800.0,2143256400.0,151.9071,sensor,1,1.0450877,31.045088,0,0.0,discrete
moderate,0,1488,2,30,30.0,2.0,501463840.0,1002927700.0,63.037445,text,1,1.0028872,31.002888,0,0.0,discrete
moderate,0,1489,2,30,30.0,2.0,935123650.0,1870247300.0,70.07576,image,0,,,0,0.0,discrete
moderate,0,1490,2,30,30.0,2.0,2461057500.0,4922115000.0,74.00997,image,0,,,1,0.7090758,continuous
moderate,0,1491,3,30,30.0,3.0,1350077800.0,4050233300.0,44.764805,text,0,,,0,0.0,discrete
moderate,0,1492,4,30,30.0,4.0,832794430.0,3331177700.0,43.45972,text,0,,,0,0.0,discrete
moderate,0,1493,4,30,30.0,5.0,1468342300.0,7341711000.0,88.904854,video,1,0.98042166,30.980421,0,0.0,discrete
moderate,0,1494,5,30,30.0,2.0,2345000200.0,4690000400.0,34.819443,video,1,0.5822539,30.582254,1,0.36875787,continuous
moderate,0,1495,5,30,30.0,2.0,747488200.0,1494976400.0,54.365112,image,0,,,0,0.0,discrete
moderate,0,1496,5,30,30.0,5.0,851085400.0,4255426800.0,27.103315,sensor,0,,,1,0.6026993,continuous
moderate,0,1497,6,30,30.0,4.0,929990340.0,3719961300.0,60.565987,video,0,,,0,0.0,discrete
moderate,0,1498,6,30,30.0,4.0,1045451000.0,4181804000.0,49.790455,text,1,1.3631737,31.363174,1,0.72860265,continuous
moderate,0,1499,6,30,30.0,5.0,1596989800.0,7984949000.0,53.539566,sensor,0,,,1,0.3202914,continuous
moderate,0,1500,6,30,30.0,2.0,596470140.0,1192940300.0,82.296776,sensor,0,,,1,0.4244703,continuous
moderate,0,1501,6,30,30.0,5.0,1262870900.0,6314354700.0,17.777147,text,0,,,1,0.62298244,continuous
moderate,0,1502,7,30,30.0,2.0,958709200.0,1917418400.0,111.279045,text,0,,,0,0.0,discrete
moderate,0,1503,7,30,30.0,5.0,687748740.0,3438743600.0,99.126785,video,0,,,0,0.0,discrete
moderate,0,1504,7,30,30.0,2.0,1582017000.0,3164034000.0,44.693333,text,0,,,0,0.0,discrete
moderate,0,1505,8,30,30.0,5.0,1554433200.0,7772166000.0,45.24353,image,0,,,0,0.0,discrete
moderate,0,1506,8,30,30.0,5.0,784992060.0,3924960500.0,125.680885,image,1,0.9302369,30.930237,0,0.0,discrete
moderate,0,1507,9,30,30.0,2.0,1673727200.0,3347454500.0,36.74489,text,0,,,0,0.0,discrete
moderate,0,1508,9,30,30.0,3.0,1858159500.0,5574478300.0,81.07174,image,0,,,1,0.6054672,continuous
moderate,0,1509,10,30,30.0,4.0,777238000.0,3108952000.0,40.479828,sensor,0,,,1,0.7313254,continuous
moderate,0,1510,10,30,30.0,4.0,2731611100.0,10926445000.0,60.57711,image,1,0.62385297,30.623854,0,0.0,discrete
moderate,0,1511,10,30,30.0,3.0,946545200.0,2839635700.0,85.6163,image,0,,,1,0.36229056,continuous
moderate,0,1512,11,30,30.0,2.0,875127700.0,1750255400.0,72.096375,text,0,,,0,0.0,discrete
moderate,0,1513,11,30,30.0,5.0,1269430900.0,6347155000.0,46.920765,image,0,,,0,0.0,discrete
moderate,0,1514,12,30,30.0,3.0,1443230000.0,4329690000.0,71.99357,sensor,0,,,1,0.35107377,continuous
moderate,0,1515,12,30,30.0,3.0,2477937700.0,7433813000.0,28.719418,image,0,,,0,0.0,discrete
moderate,0,1516,12,30,30.0,2.0,1394902900.0,2789805800.0,47.225517,sensor,0,,,0,0.0,discrete
moderate,0,1517,12,30,30.0,5.0,1811749400.0,9058747000.0,34.10109,video,0,,,0,0.0,discrete
moderate,0,1518,14,30,30.0,2.0,887920450.0,1775840900.0,57.10837,text,0,,,1,0.52206784,continuous
moderate,0,1519,14,30,30.0,2.0,1442701600.0,2885403100.0,88.73085,image,0,,,1,0.51027894,continuous
moderate,0,1520,14,30,30.0,5.0,1285249000.0,6426245000.0,49.99702,video,0,,,0,0.0,discrete
moderate,0,1521,15,30,30.0,5.0,1954284300.0,9771422000.0,70.11247,video,1,1.0488669,31.048866,1,0.35129955,continuous
moderate,0,1522,15,30,30.0,5.0,880467000.0,4402335000.0,85.33906,text,1,0.77421135,30.774212,0,0.0,discrete
moderate,0,1523,15,30,30.0,4.0,1210279200.0,4841116700.0,80.776184,text,0,,,1,0.35585737,continuous
moderate,0,1524,15,30,30.0,2.0,775530200.0,1551060400.0,59.70247,text,1,0.5587376,30.558737,0,0.0,discrete
moderate,0,1525,15,30,30.0,5.0,970114370.0,4850572000.0,78.83164,image,0,,,0,0.0,discrete
moderate,0,1526,16,30,30.0,5.0,1931604600.0,9658023000.0,128.1095,image,0,,,0,0.0,discrete
moderate,0,1527,16,30,30.0,2.0,1733713800.0,3467427600.0,38.277485,image,0,,,1,0.52174044,continuous
moderate,0,1528,16,30,30.0,3.0,1389989600.0,4169969000.0,67.347435,sensor,0,,,0,0.0,discrete
moderate,0,1529,16,30,30.0,5.0,1033286340.0,5166431700.0,26.470404,video,0,,,1,0.50932056,continuous
moderate,0,1530,16,30,30.0,2.0,662052000.0,1324104000.0,42.1079,image,0,,,1,0.40821248,continuous
moderate,0,1531,17,30,30.0,3.0,1033247740.0,3099743200.0,60.842903,sensor,0,,,0,0.0,discrete
moderate,0,1532,17,30,30.0,4.0,907293800.0,3629175300.0,64.20974,text,0,,,0,0.0,discrete
moderate,0,1533,18,30,30.0,4.0,939279040.0,3757116200.0,38.086685,sensor,0,,,0,0.0,discrete
moderate,0,1534,18,30,30.0,2.0,747208770.0,1494417500.0,50.439175,image,1,0.6794032,30.679403,0,0.0,discrete
moderate,0,1535,18,30,30.0,2.0,927337200.0,1854674400.0,27.990652,image,0,,,1,0.71212757,continuous
moderate,0,1536,18,30,30.0,3.0,1490407000.0,4471221000.0,44.10471,text,0,,,1,0.41705772,continuous
moderate,0,1537,18,30,30.0,4.0,769305860.0,3077223400.0,116.73038,text,1,1.3580388,31.358038,0,0.0,discrete
moderate,0,1538,18,30,30.0,4.0,2527785700.0,10111143000.0,56.56558,image,0,,,0,0.0,discrete
moderate,0,1539,18,30,30.0,5.0,989759000.0,4948795000.0,36.37082,video,1,1.0221788,31.022179,0,0.0,discrete
moderate,0,1540,18,30,30.0,4.0,796589950.0,3186359800.0,99.48241,video,0,,,1,0.77972615,continuous
moderate,0,1541,18,30,30.0,4.0,1343142800.0,5372571000.0,54.77502,video,0,,,1,0.41969448,continuous
moderate,0,1542,19,30,30.0,2.0,802302460.0,1604604900.0,93.02608,image,0,,,1,0.75545293,continuous
moderate,0,1543,19,30,30.0,4.0,1090784900.0,4363139600.0,100.17725,image,0,,,1,0.5125026,continuous
moderate,0,1544,19,30,30.0,3.0,1823511900.0,5470535700.0,58.885162,sensor,0,,,0,0.0,discrete
moderate,0,1545,19,30,30.0,2.0,858185700.0,1716371500.0,114.29872,text,1,0.94174856,30.941748,1,0.6262393,continuous
moderate,0,1546,0,31,31.0,2.0,752838700.0,1505677400.0,81.66838,text,0,,,0,0.0,discrete
moderate,0,1547,0,31,31.0,2.0,1887930000.0,3775860000.0,70.58964,video,0,,,0,0.0,discrete
moderate,0,1548,0,31,31.0,2.0,1039014800.0,2078029600.0,89.305916,image,0,,,0,0.0,discrete
moderate,0,1549,0,31,31.0,2.0,1026185540.0,2052371100.0,93.621796,image,0,,,1,0.76505023,continuous
moderate,0,1550,1,31,31.0,4.0,1112951000.0,4451804000.0,52.618824,video,0,,,0,0.0,discrete
moderate,0,1551,1,31,31.0,5.0,1875274200.0,9376372000.0,83.387024,image,0,,,1,0.6604675,continuous
moderate,0,1552,1,31,31.0,2.0,1206624900.0,2413249800.0,55.7159,text,0,,,0,0.0,discrete
moderate,0,1553,2,31,31.0,2.0,1103751700.0,2207503400.0,56.327442,image,0,,,1,0.40378782,continuous
moderate,0,1554,2,31,31.0,5.0,2065866600.0,10329333000.0,81.666985,text,0,,,0,0.0,discrete
moderate,0,1555,3,31,31.0,5.0,2449750500.0,12248753000.0,57.660187,text,0,,,0,0.0,discrete
moderate,0,1556,3,31,31.0,3.0,1187095300.0,3561286000.0,59.365273,text,1,1.4229994,32.423,0,0.0,discrete
moderate,0,1557,3,31,31.0,2.0,775277800.0,1550555600.0,69.942795,text,0,,,0,0.0,discrete
moderate,0,1558,3,31,31.0,4.0,963085300.0,3852341200.0,100.96888,image,0,,,0,0.0,discrete
moderate,0,1559,3,31,31.0,2.0,1067322200.0,2134644400.0,42.644474,video,0,,,0,0.0,discrete
moderate,0,1560,4,31,31.0,5.0,1291860400.0,6459301400.0,108.339905,text,1,1.4042405,32.40424,1,0.35250357,continuous
moderate,0,1561,4,31,31.0,5.0,1694615900.0,8473079300.0,96.00888,text,0,,,0,0.0,discrete
moderate,0,1562,5,31,31.0,3.0,1293107000.0,3879320800.0,49.743645,sensor,0,,,1,0.71470565,continuous
moderate,0,1563,6,31,31.0,3.0,1846543200.0,5539629600.0,49.611332,text,0,,,1,0.7886348,continuous
moderate,0,1564,6,31,31.0,2.0,613037400.0,1226074800.0,100.624756,image,0,,,0,0.0,discrete
moderate,0,1565,6,31,31.0,5.0,1383936800.0,6919683600.0,64.41939,video,1,1.180674,32.180676,1,0.32719815,continuous
moderate,0,1566,6,31,31.0,3.0,1191546400.0,3574639400.0,32.217762,sensor,0,,,1,0.5374403,continuous
moderate,0,1567,8,31,31.0,5.0,1048882200.0,5244411000.0,62.196674,image,0,,,1,0.30121163,continuous
moderate,0,1568,8,31,31.0,2.0,1415888900.0,2831777800.0,82.45902,text,0,,,0,0.0,discrete
moderate,0,1569,8,31,31.0,5.0,843198900.0,4215994600.0,47.79098,text,1,0.97835976,31.97836,0,0.0,discrete
moderate,0,1570,9,31,31.0,5.0,2639300000.0,13196501000.0,83.89654,text,0,,,0,0.0,discrete
moderate,0,1571,10,31,31.0,2.0,687159800.0,1374319600.0,101.18974,text,0,,,0,0.0,discrete
moderate,0,1572,10,31,31.0,3.0,1919965200.0,5759895600.0,45.95038,video,0,,,1,0.44977203,continuous
moderate,0,1573,10,31,31.0,5.0,937202940.0,4686015000.0,97.98754,text,0,,,0,0.0,discrete
moderate,0,1574,10,31,31.0,5.0,1472824300.0,7364122000.0,52.30426,image,1,1.2087957,32.208797,0,0.0,discrete
moderate,0,1575,11,31,31.0,5.0,1867278300.0,9336392000.0,79.15092,image,0,,,0,0.0,discrete
moderate,0,1576,11,31,31.0,2.0,643328700.0,1286657400.0,86.30958,image,0,,,1,0.36413422,continuous
moderate,0,1577,11,31,31.0,3.0,1171961700.0,3515885000.0,58.40238,image,0,,,0,0.0,discrete
moderate,0,1578,12,31,31.0,4.0,662941060.0,2651764200.0,111.81086,text,0,,,0,0.0,discrete
moderate,0,1579,12,31,31.0,4.0,895362200.0,3581448700.0,94.06587,sensor,1,1.409633,32.409634,1,0.7359991,continuous
moderate,0,1580,13,31,31.0,2.0,876770200.0,1753540400.0,86.17512,text,0,,,0,0.0,discrete
moderate,0,1581,13,31,31.0,2.0,1093811100.0,2187622100.0,86.79845,sensor,1,0.57363933,31.573639,1,0.6459192,continuous
moderate,0,1582,13,31,31.0,4.0,1253726300.0,5014905300.0,83.717834,text,0,,,1,0.641706,continuous
moderate,0,1583,13,31,31.0,3.0,2747407400.0,8242221600.0,49.11156,sensor,0,,,1,0.5212718,continuous
moderate,0,1584,13,31,31.0,5.0,1053204350.0,5266022000.0,89.83638,image,0,,,0,0.0,discrete
moderate,0,1585,14,31,31.0,4.0,1426131600.0,5704526300.0,49.38014,image,0,,,1,0.568961,continuous
moderate,0,1586,14,31,31.0,5.0,1020640450.0,5103202300.0,59.803196,image,0,,,0,0.0,discrete
moderate,0,1587,15,31,31.0,3.0,1497327000.0,4491981000.0,71.028206,video,1,1.4596264,32.459625,1,0.5002005,continuous
moderate,0,1588,16,31,31.0,2.0,1136582000.0,2273164000.0,60.7276,text,0,,,0,0.0,discrete
moderate,0,1589,16,31,31.0,2.0,1412159700.0,2824319500.0,38.861015,sensor,1,0.5595407,31.55954,1,0.7131886,continuous
moderate,0,1590,18,31,31.0,2.0,1018118900.0,2036237800.0,50.235825,image,0,,,0,0.0,discrete
moderate,0,1591,18,31,31.0,4.0,762536900.0,3050147600.0,84.46641,image,0,,,0,0.0,discrete
moderate,0,1592,18,31,31.0,2.0,917707800.0,1835415600.0,47.392193,image,1,0.56310314,31.563103,0,0.0,discrete
moderate,0,1593,19,31,31.0,2.0,768668740.0,1537337500.0,82.166214,image,0,,,0,0.0,discrete
moderate,0,1594,19,31,31.0,5.0,2107130000.0,10535650000.0,59.429024,text,0,,,1,0.68073076,continuous
moderate,0,1595,0,32,32.0,4.0,2885803800.0,11543215000.0,42.563026,sensor,1,1.4416114,33.441612,0,0.0,discrete
moderate,0,1596,0,32,32.0,4.0,694556800.0,2778227200.0,47.564102,image,0,,,1,0.33356544,continuous
moderate,0,1597,1,32,32.0,2.0,916050800.0,1832101600.0,55.471752,video,0,,,0,0.0,discrete
moderate,0,1598,1,32,32.0,2.0,967617660.0,1935235300.0,85.544785,image,0,,,0,0.0,discrete
moderate,0,1599,1,32,32.0,5.0,1392036600.0,6960183000.0,55.167816,sensor,0,,,1,0.60403967,continuous
moderate,0,1600,2,32,32.0,3.0,842093060.0,2526279200.0,47.800247,text,1,0.7053115,32.70531,0,0.0,discrete
moderate,0,1601,2,32,32.0,2.0,2476242400.0,4952485000.0,55.816376,sensor,0,,,1,0.655502,continuous
moderate,0,1602,3,32,32.0,3.0,975743200.0,2927229700.0,53.323174,sensor,0,,,0,0.0,discrete
moderate,0,1603,3,32,32.0,2.0,2808720100.0,5617440300.0,94.22156,image,1,1.023483,33.023483,0,0.0,discrete
moderate,0,1604,3,32,32.0,4.0,576575360.0,2306301400.0,57.920643,sensor,0,,,0,0.0,discrete
moderate,0,1605,3,32,32.0,5.0,2816778800.0,14083893000.0,45.978767,text,0,,,0,0.0,discrete
moderate,0,1606,5,32,32.0,5.0,2452385000.0,12261926000.0,48.991512,video,0,,,0,0.0,discrete
moderate,0,1607,6,32,32.0,2.0,753803140.0,1507606300.0,59.704903,text,0,,,1,0.6832131,continuous
moderate,0,1608,7,32,32.0,3.0,1388150500.0,4164451600.0,110.7207,image,0,,,0,0.0,discrete
moderate,0,1609,8,32,32.0,2.0,1502988500.0,3005977000.0,77.687,video,0,,,0,0.0,discrete
moderate,0,1610,8,32,32.0,5.0,781595400.0,3907977000.0,74.686,image,0,,,0,0.0,discrete
moderate,0,1611,8,32,32.0,2.0,828080700.0,1656161400.0,61.124256,video,1,1.325481,33.32548,1,0.6205776,continuous
moderate,0,1612,8,32,32.0,3.0,1465185800.0,4395557400.0,36.20405,image,0,,,0,0.0,discrete
moderate,0,1613,9,32,32.0,3.0,810116500.0,2430349600.0,39.61474,image,0,,,1,0.32240865,continuous
moderate,0,1614,9,32,32.0,2.0,634501250.0,1269002500.0,60.001034,video,0,,,1,0.56527,continuous
moderate,0,1615,10,32,32.0,4.0,1723257000.0,6893028000.0,46.54074,text,0,,,1,0.51365477,continuous
moderate,0,1616,11,32,32.0,3.0,967996800.0,2903990500.0,132.90695,video,0,,,0,0.0,discrete
moderate,0,1617,11,32,32.0,4.0,1749073800.0,6996295000.0,50.11054,image,0,,,0,0.0,discrete
moderate,0,1618,12,32,32.0,5.0,1026920640.0,5134603300.0,90.79433,text,0,,,0,0.0,discrete
moderate,0,1619,12,32,32.0,5.0,1148665100.0,5743325700.0,46.749584,image,1,1.0287935,33.028793,0,0.0,discrete
moderate,0,1620,13,32,32.0,3.0,431239200.0,1293717600.0,57.662155,text,0,,,1,0.59048253,continuous
moderate,0,1621,13,32,32.0,2.0,1654827000.0,3309654000.0,61.432095,image,0,,,1,0.4798747,continuous
moderate,0,1622,13,32,32.0,2.0,826710100.0,1653420200.0,42.85156,sensor,1,1.1910027,33.191,0,0.0,discrete
moderate,0,1623,13,32,32.0,3.0,610085800.0,1830257500.0,83.11339,text,0,,,0,0.0,discrete
moderate,0,1624,13,32,32.0,2.0,1144062300.0,2288124700.0,96.55361,image,0,,,0,0.0,discrete
moderate,0,1625,13,32,32.0,2.0,2588854300.0,5177708500.0,59.259254,image,0,,,1,0.32878172,continuous
moderate,0,1626,14,32,32.0,3.0,1191354400.0,3574063000.0,58.963505,image,0,,,0,0.0,discrete
moderate,0,1627,14,32,32.0,3.0,1423915400.0,4271746000.0,43.43992,text,0,,,1,0.53290826,continuous
moderate,0,1628,14,32,32.0,3.0,883637440.0,2650912300.0,60.687828,text,0,,,1,0.32934552,continuous
moderate,0,1629,14,32,32.0,5.0,1185377000.0,5926885000.0,52.487335,image,0,,,1,0.77431315,continuous
moderate,0,1630,14,32,32.0,5.0,2558577200.0,12792885000.0,42.10528,sensor,1,0.78249,32.78249,1,0.620954,continuous
moderate,0,1631,15,32,32.0,5.0,1068686200.0,5343431000.0,58.83635,sensor,0,,,0,0.0,discrete
moderate,0,1632,15,32,32.0,4.0,1363655700.0,5454622700.0,136.91106,text,0,,,1,0.6894772,continuous
moderate,0,1633,16,32,32.0,5.0,2771400400.0,13857002000.0,91.203064,image,1,1.1846355,33.184635,0,0.0,discrete
moderate,0,1634,16,32,32.0,2.0,2773883000.0,5547766000.0,56.069202,text,1,0.60820323,32.608204,1,0.76540565,continuous
moderate,0,1635,16,32,32.0,2.0,1071777150.0,2143554300.0,28.04769,video,0,,,1,0.31440073,continuous
moderate,0,1636,16,32,32.0,3.0,1724593200.0,5173779500.0,96.53991,sensor,0,,,1,0.3163538,continuous
moderate,0,1637,16,32,32.0,3.0,1283629000.0,3850887200.0,89.8422,sensor,0,,,0,0.0,discrete
moderate,0,1638,16,32,32.0,5.0,877599040.0,4387995000.0,59.125477,sensor,0,,,1,0.4896079,continuous
